,published,summary,pred_summary
155,2024-04-15 17:29:53+08:00,"Director of Hong Kong and Macau Affairs Office Xia Baolong says ‘one country, two systems’ governing principle will ‘not need to change’.",negative
156,2024-04-15 17:37:18+08:00,"Vice-Premier He Lifeng completed a two-day inspection tour of Zhengzhou, Henan province, over the weekend with a focus on China’s troubled real estate market.",negative
157,2024-04-15 18:59:25+08:00,"Scholz’s trip comes as the European Union is undertaking an anti-subsidy investigation into Chinese electric vehicles (EVs), and as criticism grows in the United States about Chinese overcapacity.",negative
158,2024-04-15 19:30:13+08:00,"China needs more than 15 trillion yuan (US$2.1 trillion) to overturn a three-year housing crisis, Goldman says. Rescue efforts have not been good enough and the market downturn could still get worse.",negative
159,2024-04-15 19:48:49+08:00,"Vigilance is required because of the ‘sudden’ and ‘persistent’ nature of national security risks, he says.",negative
160,2024-04-15 21:30:30+08:00,"During Tim Cook’s visit, Apple says it will raise investments on suppliers in the Southeast Asian country.",positive
161,2024-04-15 22:16:47+08:00,"Increase, which must be approved by Education Bureau, is aimed at supporting hiring and retention of staff, English Schools Foundation says.",positive
162,2024-04-15 23:12:02+08:00,"Revised estimate of recurrent expenditure for Carrie Lam’s office at Pacific Place in Admiralty was around HK$9.17 million, director of administration says.",negative
163,2024-04-15 23:47:08+08:00,Analysts say call signals central government expects local officials take more proactive approach to boosting economy and tackling deep-rooted issues.,positive
164,2024-04-16 00:30:09+08:00,"Britain is blatantly interfering with Hong Kong affairs in a futile attempt to undermine the city’s prosperity and stability, government says.",negative
165,2024-04-16 11:30:12+08:00,"Readers discuss English standards, the limits of telemedicine, police dedication, and what’s on the walls in public libraries.",neutral
166,2024-04-16 12:10:36+08:00,"City leader John Lee encourages efforts to bring in family offices, after UAE prince entered media spotlight over delayed launch plan.",positive
167,2024-04-16 13:27:39+08:00,"Beijing’s foreign ministry arm in Hong Kong condemns UK report, accuses Britain of smearing ‘one country, two systems’ and national security legal framework.",negative
168,2024-04-16 13:28:19+08:00,"Prices weakened in March, extending sequential erosion since May 2023. China’s efforts to stem declines in home prices have not produced the desired results, prompting Goldman Sachs to predict a more aggressive policy response.",negative
169,2024-04-16 14:00:15+08:00,"The case of a doctor in China who was jailed for giving medical support to a group of prostitutes more than a decade ago, has sparked an online debate after it was reviewed by a lawyer.",negative
170,2024-04-16 14:16:23+08:00,"City leader John Lee says Security Bureau told to table legal amendments for Legco in two to three months, week after fire at New Lucky House left five dead.",negative
171,2024-04-16 14:19:27+08:00,Debt-laden property developer Times China Holdings is faced with a winding-up petition as it becomes the latest property company creditors are seeking to liquidate.,negative
172,2024-04-16 15:22:11+08:00,City leader acknowledges ‘new period of economic development’ for Hong Kong and that local businesses have been adapting to shifting demands.,negative
173,2024-04-16 15:34:36+08:00,"Accounting firm vows investigation, possible legal action against creators of ‘fabricated’ letter circulating on social media, which names partners it claims were involved in ‘auditing failure’ tied to the indebted developer.",negative
174,2024-04-16 16:33:33+08:00,"China shuts down 63,000 illegal accounts in crackdown on social media posts with false information about hot-button issues such as pandemic and disasters.",negative
175,2024-04-16 17:30:16+08:00,"Officials touted China’s progress in strengthening digital development initiatives for BRI members, calling for countries to work together and ‘oppose technological blockades’.",negative
176,2024-04-16 18:00:28+08:00,Iconic Hong Kong film star Tony Leung Chiu-wai has been urged to stop accepting awards and give younger talent a chance after picking up his sixth win at the city’s premier movie awards.,positive
177,2024-04-16 19:00:37+08:00,"The move by Fitch Ratings comes a week after it cut its projection for the country’s sovereign credit rating, reflecting pessimism in the world’s second largest economy and concerns over Beijing’s capacity to support its biggest lenders.",negative
178,2024-04-16 20:07:45+08:00,New subject curriculum replaces controversial liberal studies and focuses on national security as well as China’s development.,negative
179,2024-04-16 20:30:31+08:00,"Baidu’s artificial intelligence chatbot Ernie Bot has attracted over 200 million users, according to company chief executive Robin Li Yanhong, as the AI race in China heats up.",negative
180,2024-04-16 21:30:12+08:00,"US exports control could unintentionally lead to a Chinese dominance of global legacy-chip production, researchers say.",negative
181,2024-04-16 22:49:40+08:00,Reports claim user on mainland China’s Xiaohongshu platform allegedly uploaded question and answer book of this year’s English-language listening test.,negative
182,2024-04-17 06:00:24+08:00,"Buyers and exhibitors of new energy equipment at the Canton Fair are showing boundless optimism as orders rise, but measures likely to be taken against the industry by the US and EU could spoil the fun.",negative
183,2024-04-17 09:00:13+08:00,"At the Digital Silk Road Development Forum in Xian, Alibaba and Shein were praised for helping advance the country’s booming cross-border e-commerce sector.",positive
184,2024-04-17 09:07:40+08:00,"A street vendor in China who gave all the money she earned for her two daughters to be well educated, looked on proudly as they exceeded her expectations.",positive
185,2024-04-17 10:00:29+08:00,"With record-low election turnout of 27.59 per cent, government spent an average of HK$102 on publicity for each vote in December 10 poll.",negative
186,2024-04-17 11:50:28+08:00,"[The content of this article has been produced by our advertising partner.]  For more than 75 years, Hip Shing Hong (HSH) and the founding Fong family have remained steadfast in their commitment to philanthropy, supporting communal growth through the ethos of giving back.   As corporate social responsibility (CSR) takes on greater importance in business strategy, HSH continues to embody the principle of 'Growing Together' by demonstrating how giving back can drive collective growth and prosperity.    “Growing Together”  Earlier this year, HSH unveiled a rebranding initiative, that mirrors its long-standing connection with the community it serves. Moving forward, the company is committed to furthering this shared growth journey under a new motto of “Growing Together”.   As part of this journey, HSH has embarked on a multitude of philanthropic efforts to foster a kind, people-focused society as the company reshapes its identity as a proactive corporate citizen.  The company’s renewed corporate mission seeks to “exceed the ordinary” by creating homes and workspaces that resonate with people, crafting spaces that are not merely occupied but truly cherished.   Through meticulous design and planning, HSH creates space that transcend mere functionality, fostering a sense of community and connection with nature.  David Fong Man-hung, managing director of Hip Shing Hong (Holdings) Co., Ltd. and chair of the twin philanthropic endeavours of the Fong family, The Fong Shu Fook Tong Foundation, and Fong’s Family Foundation, reflects on the journey.  ""Hip Shing Hong has deep roots in Hong Kong’s community, thanks to the strong foundation laid by my grandfather and father,"" he reflects. ""With the evolving opportunities and challenges of today, my team and I are dedicated to upholding the values of fostering a human-centric society filled with kindness.""  ""United in our commitment, we aim to promote collective growth and work towards a more enriching and prosperous future for everyone. As HSH embarks on a…",positive
187,2024-04-17 12:30:15+08:00,"The cutbacks, described by people familiar with the matter, come as a prolonged market slump reduces trading commissions and authorities tighten limits around what research analysts are allowed to publish.",negative
188,2024-04-17 13:00:40+08:00,Asia looks ready to turn a corner in quarterly earnings growth this results season. Here are five key themes to watch as the report cards roll in over the next few weeks.,negative
189,2024-04-17 13:30:23+08:00,"Country Garden is pushing back some onshore bond payments to later dates despite a round of extensions last year, underscoring the financial stress at the Chinese property developer.",negative
190,2024-04-17 14:00:19+08:00,A woman in China has gone viral because of her conventional good looks and her decision to work as a pig farmer.,positive
191,2024-04-17 17:07:33+08:00,"As well as programmes in industry and education, local governments are encouraged to provide perks, including incentives in housing, start-up investment and schooling and jobs for the family of digital workers.",negative
192,2024-04-17 18:00:14+08:00,A mother in China became so exasperated as she tried to guide her child through his school work that she lashed out in anger and ended up hurting herself.,negative
193,2024-04-17 18:00:25+08:00,"China’s state-owned aircraft manufacturer held a conference ahead of a week-long seminar to seek progress with its C929 passenger jet, which is due to rival the Airbus A350 and Boeing 787 models for long-haul routes.",negative
194,2024-04-17 18:58:09+08:00,Hong Kong developers are pricing new flats at a deeper discount as the property market attempts to rebound from a multi-year slump. Great Eagle is joining the fray with discounts at its project in Ho Man Tin.,negative
195,2024-04-17 19:32:27+08:00,"Vanke has held discussions with parties including state-owned investment company Guangdong Holdings and a Tianjin-based state-owned firm to exit its investment, said people familiar with the matter.",negative
196,2024-04-17 20:00:31+08:00,"Every year, China’s National Cultural Heritage Administration reveals its top 10 archaeological discoveries from the past year, sometimes called the “Oscars of Archaeology”.",positive
197,2024-04-17 20:32:36+08:00,"Carmakers like Dongfeng, Chery and BYD are eyeing production sites in Europe to assemble the next generation of electric vehicles as a foil against the EU’s protectionist tariffs as a brutal price war at home drives more producers offshore in search of fresh markets.",negative
198,2024-04-18 07:00:37+08:00,"Banma Network Technologies, an Alibaba-backed autonomous-driving software start-up, has replaced its CEO amid an overhaul.",negative
199,2024-04-18 09:01:10+08:00,"A man in China’s capital, who was pursued and pestered in public by a woman he did not know says harassment can happen to anyone.",negative
200,2024-04-18 13:16:07+08:00,"Huawei announced on Thursday its highly anticipated new smartphone series, the Pura 70, its biggest flagship handset launch since the Mate 60 Pro, which drew scrutiny for its home-made advanced chip.",negative
201,2024-04-18 14:00:17+08:00,China’s younger generations have spotted a gap in the funeral market and are creating vibrant new products to breathe new life into a sector steeped in tradition.,negative
202,2024-04-18 14:00:24+08:00,A Chinese-Australian man has caused controversy on the streets of Sydney by making food deliveries on a horse.,negative
203,2024-04-18 15:30:12+08:00,"Hong Kong, once the world’s busiest port, was knocked to 11th place in 2023 by Dubai’s Jebel Ali port, while Shanghai and Singapore retained the top two spots, according to data from Alphaliner.",negative
204,2024-04-18 17:40:59+08:00,China has continued to sell its holdings in US debt as the likelihood of expected interest rate cuts grows more remote and Beijing looks to widen the diversity of its foreign asset pool.,negative
205,2024-04-18 18:01:34+08:00,A school in China has announced it wants to lighten the heavy academic burden placed on children by banning homework after a certain time in the evening but the well-intentioned move has been met with a mixed response from parents.,negative
206,2024-04-18 18:30:12+08:00,"If investors are indeed concerned about geopolitics, their fears are not reflected in the market as equity investments remain at all-time highs. Escalation between Iran and Israel would disadvantage emerging market currencies, fan inflation and widen the gap between asset prices and the real economy.",negative
207,2024-04-18 18:30:18+08:00,Premier Li Qiang told overseas buyers at the Canton Fair that China’s development will inject more stability into the world economy and global trade as it seeks to shore up confidence and retain and entice investors.,positive
208,2024-04-18 18:45:44+08:00,"‘The quality of business journalism has improved,’ since the awards progressed into their eighth year, said Moses Cheng Mo-chi, the chairman of the Council of the Hang Seng University of Hong Kong.",negative
209,2024-04-18 20:00:18+08:00,"Property agents have raised sales forecasts for the year amid project launches at discounted prices, but say a lack of a rate cut could pare those estimates.",negative
210,2024-04-18 21:00:26+08:00,"The first global standards specifically covering GenAI and LLM released on Tuesday are a joint effort between Ant Group, Baidu, Tencent, OpenAI, Microsoft, Nvidia and others.",negative
211,2024-04-18 21:02:49+08:00,Education Bureau says one academic institution wants to set up international branch to offer self-financed joint programmes with top overseas university partners.,positive
212,2024-04-18 22:00:35+08:00,Post dives into why it is illegal to share test content online and other hiccups facing DSE exams held this year.,negative
213,2024-04-18 22:00:35+08:00,"The US’ proposed tripling of tariffs on Chinese steel imports would be the first move in a tit-for-tat struggle that would expand the bilateral trade war, analysts said – and fuel grumblings over industrial overcapacity.",negative
214,2024-04-18 22:15:12+08:00,"Asia official with Washington-based agency points to the PBOC’s policy moves, as well as China’s infrastructure spending, as economic bellwethers in the face of headwinds.",negative
215,2024-04-19 07:00:28+08:00,Lenovo has been strengthening its focus on AI amid a broader trend in the global PC industry to integrate the fast-developing technology into various products and services.,negative
216,2024-04-19 08:00:28+08:00,"Baichuan, Zhipu AI, Moonshot AI and MiniMax are amassing billions of yuan of funding from domestic tech giants, venture capitalists and state-backed investors.",negative
217,2024-04-19 08:30:25+08:00,"Everything from songs penned by AI to augmented reality exhibitions come under art tech umbrella, which curators hope will catch eye of young people.",neutral
218,2024-04-19 09:11:32+08:00,"A court in China has ordered the employee of a badminton court, who cared for a stray cat, to pay compensation to a player who was badly injured when the feline got in his way.",negative
219,2024-04-19 10:11:42+08:00,"Commercial ties between China and the Middle East are enjoying a revival as politics, energy transition and supply-chain upheavals create opportunities for Chinese exporters, according to management consultancy Oliver Wyman.",negative
220,2024-04-19 14:00:14+08:00,"A mother in China who spotted a young girl while visiting a far-off province and decided she was a “perfect wife” for her 27-year-old son, has been jailed along with him for abducting the girl.",negative
221,2024-04-19 16:20:11+08:00,China has revealed hefty penalties on imports from the US of an acid used as a preservative as trade relations between the two countries appear likely to return to an outwardly acrimonious track.,negative
222,2024-04-19 18:00:19+08:00,"The father of a teenage boy in China, who was given cash to donate blood plasma so many times it cost him his life, is demanding accountability from the company that paid him.",negative
223,2024-04-19 18:56:51+08:00,"‘Uncertainty’ sparked by election of William Lai as president may worsen if Trump returns to power, article in Taiwan affairs journal warns.",negative
224,2024-04-19 20:30:23+08:00,"The ugly truth is that the power of Germany’s economy is heavily connected to its business relationship with China and, with that, Scholz’s political fortunes",negative
225,2024-04-19 21:00:35+08:00,"The internet giant’s Intelligent Driving Group will strive for ‘100 million yuan of revenue and 100 million yuan of profits’, unit head Wang Yunpeng writes in a letter to employees.",negative
226,2024-04-19 22:19:34+08:00,"Extra duty to be in place for five years, ministry statement says, as Beijing appears to lean on trade tools to push cross-strait message.",negative
227,2024-04-19 22:56:47+08:00,"Minister for Indo-Pacific Anne-Marie Trevelyan to meet authorities during stops in Hong Kong and Beijing, marking first visit by UK official since domestic national security law passed.",negative
228,2024-04-19 22:59:03+08:00,The Post discovers Sichuan-based Xiaohongshu user posted exam booklets of this year’s mathematics as well as citizenship and social development tests.,neutral
229,2024-04-20 05:30:18+08:00,"With so many nations struggling to provide electricity and clean water, and to rebuild healthcare and education, it’s a travesty that billions of dollars are being diverted to arms production and defence.",none
230,2024-04-20 06:00:36+08:00,"Special envoy Li Hui’s latest mission to Europe was met with scepticism, and could be seen as ‘signalling’ to the Global South that China is a responsible power.",negative
231,2024-04-20 08:28:07+08:00,"The initiative, launched under then-president Donald Trump, was intended to fight espionage by Beijing, but was slammed as racist and trigger-happy.",negative
232,2024-04-20 09:00:20+08:00,"A mother in China was so worried about her daughter-in-law after she had painful childbirth surgery that she took unconventional steps to prevent further discomfort, in the form of some heavy industrial lifting gear.",negative
233,2024-04-20 09:15:17+08:00,"A series of high-profile incidents and scandals, plus heightened cross-strait tensions, have piled the pressure on president-elect William Lai and his team before they even take office.",negative
234,2024-04-20 12:00:27+08:00,"China must emphasise modern services in its push for new productive forces, Sheng Songcheng says, flagging the need for a hi-tech, high-quality service sector.",negative
235,2024-04-20 12:42:05+08:00,Authorities published new teaching materials for use in primary and secondary school English classes in run up to National Security Education Day earlier this week.,negative
236,2024-04-20 14:00:23+08:00,A gifted man in China who achieved the highest scores in a test to become a nuclear physics major at a highly regarded mainland university has been refused admission because of his history of killing cats.,negative
237,2024-04-20 14:54:06+08:00,Environment minister Tse Chin-wan also says participation rate among tenants at private estates without management boards stands below 20 per cent.,positive
238,2024-04-20 15:00:12+08:00,"Beijing will feel ‘inconvenient’ as Washington steps up trilateral military cooperation to stem Pyongyang threats, expert says.",negative
239,2024-04-20 15:11:46+08:00,"Environment chief Tse Chin-wan says he feels six months sufficient for businesses to clear out inventories of soon-to-be-banned plastic utensils, but open to extension.",positive
240,2024-04-20 16:30:17+08:00,Well-designed policies that support innovation and technology diffusion more broadly can lead to higher economic growth across countries. Policies that limit rivals’ access to technology are hardly best for the world.,negative
241,2024-04-20 18:07:35+08:00,Some analysts have expressed concern that buyers may hesitate to purchase homes should the rate cut not materialise this year.,negative
242,2024-04-20 18:19:37+08:00,A student in her first year at a university in China became so worryingly besotted with her new boyfriend that doctors diagnosed her behaviour as mental illness.,negative
243,2024-04-20 20:40:30+08:00,"Rainy conditions and thunderstorms expected for the coming days, with temperatures ranging between 24 and 29 degrees on Sunday.",negative
244,2024-04-20 20:48:45+08:00,Commissioner’s office of China’s Foreign Ministry in Hong Kong says ‘double standards’ over security laws ‘are extremely hypocritical’.,negative
245,2024-04-20 22:00:17+08:00,"Two-way trade between China and Africa has defied expectations, growing despite economic challenges.",negative
246,2024-04-20 23:04:13+08:00,"China has ‘never issued empty promises’ and Pacific island states have the right to choose their cooperation partners, Foreign Minister Wang Yi tells reporters in Papua New Guinea",negative
247,2024-04-20 23:32:33+08:00,"Arrangement will allow for ‘more effective management’ of exam material, lowers risk of copyright infringement, spokesman says.",negative
248,2024-04-21 00:42:22+08:00,"Think tank New Youth Forum says only 13 per cent of 1,032 interviewees support scheme, which was pushed back twice since last December to August 1.",positive
249,2024-04-21 02:14:04+08:00,"ByteDance, the Beijing-based owner of the popular short-video app, would be forced to sell it within a year if the measure passes the Senate.",negative
250,2024-04-21 06:00:32+08:00,"Exchanges between people are ‘as important’ as political relations between countries, analyst says.",negative
251,2024-04-21 09:00:18+08:00,Two stunning transgender women attracted much attention at a Thai military recruitment centre but were exempted from army service after presenting certificates proving that they had undergone gender reassignment surgery.,negative
252,2024-04-21 10:00:28+08:00,"Hayao Miyazaki’s The Boy and the Heron is a box office success in China, but some say the Studio Ghibli co-founder’s anti-war stance is ‘hypocritical’ as the film portrays Japanese characters as victims.",negative
253,2024-04-21 10:16:54+08:00,City set to face rainy week ahead caused by trough of low pressure that will affect coastal areas of Guangdong.,negative
254,2024-04-21 11:02:15+08:00,"The scandal now engulfing Cordlife Group Ltd. has implications across the region, given its operations in Hong Kong, Macau, Indonesia, the Philippines and India.",negative
255,2024-04-21 12:00:40+08:00,"With more countries searching for – and finding – stores of rare earth minerals, China’s former near-monopolist role in the trade of the metals is gradually being eroded.",negative
256,2024-04-21 12:48:11+08:00,Lawmaker says he added disclaimer as ‘precaution’ and out of ‘prudence’ in light of new Safeguarding National Security Ordinance enacted last month.,negative
257,2024-04-21 14:00:30+08:00,A heated debate has been sparked on mainland social media after a university student from China died while climbing Mount Everest because of confusing advertising about the insurance policy he bought for the trip.,negative
258,2024-04-21 15:19:52+08:00,Smaller caterers opt for alternatives such as rice husk-based containers with first stage of ban on throwaway plastics kicking in on Monday.,none
259,2024-04-21 16:04:00+08:00,"Japan’s annual diplomatic blue book reinstates reference to seeking ‘mutually beneficial’ ties with China, but also blames it for ‘severe and complex’ security situation in East and South China seas.",negative
260,2024-04-21 16:27:08+08:00,"Patriotic education will help Hongkongers understand nation’s history, culture, achievements and governance, says Starry Lee.",negative
261,2024-04-21 16:30:30+08:00,Daily TV broadcasts giving advice on each category of waste would help ensure everyone is well prepared ahead of the full roll-out of the scheme. To delay again after one high-profile postponement would make the government look indecisive.,negative
262,2024-04-21 17:45:52+08:00,Tse Chin-wan says the aim of the ban is to gradually build up a plastic-free culture in society.,positive
263,2024-04-21 18:00:17+08:00,"A fuming woman farmer in rural China went berserk with a brick after a man drove over her carefully planted roadside crops, smashing up his expensive car.",negative
264,2024-04-21 18:00:21+08:00,Waters in Pearl River tributary expected to peak at 1am on Monday after days of torrential rain.,negative
265,2024-04-21 19:20:11+08:00,China Securities Regulatory Commission on Friday announce five measures to further enhance connectivity between mainland and Hong Kong capital markets.,negative
266,2024-04-21 20:08:03+08:00,"China’s trade promotion body CCPIT calls move ‘discriminatory’, blames ‘lack of competitiveness’ for US shipping industry downturn.",negative
267,2024-04-21 20:15:07+08:00,Federation of Trade Unions instead plans to arrange district visits for city leader and his aides to meet frontline workers and learn about their needs.,negative
268,2024-04-21 20:30:18+08:00,"An initially strong draft WHO treaty focusing on rapid information sharing, fair vaccine distribution and relaxing intellectual property rights appears to have been diluted. Failure to forge an agreement and put aside national differences would be a tragedy for which we will pay a terrible price, perhaps very soon.",negative
269,2024-04-21 20:43:10+08:00,Latest suggestion by environment minister Tse Chin-wan is in apparent contrast to what he told legislature four months ago.,negative
270,2024-04-22 06:00:22+08:00,"‘No government in its right mind’ would want China’s collapse, but what China and the US want from each other is unlikely to materialise ‘any time soon’, warns David Lampton, China watcher since the times of Deng Xiaoping.",negative
271,2024-04-22 06:00:39+08:00,Hang Lung Properties is targeting discerning Chinese consumers’ penchant for luxury goods as it prepares to undertake the expansion of its flagship mall in Shanghai.,negative
272,2024-04-22 07:00:25+08:00,"‘It’s overall a pretty outstanding location, and pretty outstanding locations will be successful,’ Christian Ulbrich says.",positive
273,2024-04-22 08:30:22+08:00,China’s ATLATL Innovation Centre and California-headquartered Founder Institute plan to bring start-ups from around the world to the city and invest in local ventures.,negative
274,2024-04-22 09:00:23+08:00,"Domestic law’s first 30 days in effect marked by relative calm compared with Beijing-decreed national security law, which led to 15 individuals detained in first month.",negative
275,2024-04-22 09:15:02+08:00,A wealthy man in China who turned his back on business to become a Buddhist monk has given sanctuary to hundreds of single mothers and abandoned children.,negative
276,2024-04-22 09:15:15+08:00,"Xia Baolong, the top official on Hong Kong affairs, is daring the city to say and do new things. The central government is expecting no less than courage from the city’s leadership.",negative
277,2024-04-22 09:30:18+08:00,Hong Kong’s representatives to the Asia-Pacific Economic Cooperation business advisory council plan to use the platform to showcase the city as more than just a finance hub.,negative
278,2024-04-22 10:17:36+08:00,Hong Kong stocks extended gains amid expectations the latest measures announced by Chinese authorities will broaden the investor base,positive
279,2024-04-22 10:30:17+08:00,Jewellery chain Chow Tai Fook promises more technology-led shopping because ‘that’s what younger customers want’.,positive
280,2024-04-22 10:53:02+08:00,"Musk has ordered the company’s biggest lay-offs ever and staked its future on a next-generation, self-driving vehicle concept called the robotaxi. People familiar with his directives are unsettled by the changes the CEO wants to push through.",negative
281,2024-04-22 11:09:09+08:00,"Medical personnel battled to resuscitate man, transferring him to rescue craft, South African National Sea Rescue Institute says.",negative
282,2024-04-22 11:19:49+08:00,"BNP Paribas marks its re-entry into China’s market with hires, at a time when Morgan Stanley, Goldman Sachs and JPMorgan have all made rounds of job cuts in Hong Kong and China",negative
283,2024-04-22 12:00:13+08:00,Beijing’s prudent monetary moves and an emphasis on restructuring local government debt have sparked debate over how long it will take policymakers to ‘walk it off’.,negative
284,2024-04-22 12:00:19+08:00,Secretary for Justice Paul Lam says government can invite more people to Hong Kong to assuage any fears about the city’s legal system.,negative
285,2024-04-22 12:15:08+08:00,Many customers buying takeaway breakfast in busy business district decline to pay extra for alternatives to plastic cutlery as ban gets under way.,negative
286,2024-04-22 12:34:36+08:00,"Chen Hongtian, who had snapped up mansions and offices in Hong Kong and London, faces demands from banks to repay more than US$200 million of overdue loans following the market slump.",negative
287,2024-04-22 13:29:34+08:00,"Li Auto , Tesla’s nearest rival in mainland China, reduced the price of all its vehicles by up to 5.7 per cent, just a day after the US carmaker offered discounts to local customers amid an escalating discount war.",positive
288,2024-04-22 14:00:17+08:00,"A 30-something woman in China decided she needed time out from the stresses of everyday family life, so she bought herself a little place to do her own thing undisturbed.",positive
289,2024-04-22 14:00:26+08:00,"In this week’s issue of the Global Impact newsletter, we take the temperature of US-China relations at a difficult time for Beijing as it seeks to solidify the recovery of the world’s second-largest economy.",negative
290,2024-04-22 14:44:12+08:00,"Ten remain missing in hard-hit cities of Qingyuan and Shaoguan as rescuers race to save trapped residents after intense rain brings water levels above 50-year highs in parts of Bei River, a tributary of the Pearl River.",negative
291,2024-04-22 15:06:37+08:00,"Thunderstorm warning issued three times on Monday, while more than 10mm of rainfall recorded over most parts of city after midday.",negative
292,2024-04-22 16:30:22+08:00,"While some Asian property markets have seen sharp declines in prices and transactions, borrowing costs are not the only factor at play in the region. The supply-demand imbalance, for one, is just as important, if not more so.",negative
293,2024-04-22 16:33:20+08:00,"Median height for 18-year-olds of both sexes up by about 2cm, with weight increases also recorded, researchers say.",negative
294,2024-04-22 18:00:21+08:00,An elderly man in China who recently died left behind a home in which his thoughts and feelings were recorded as neatly written inscriptions on the walls and furniture.,negative
295,2024-04-22 18:13:55+08:00,"Most restaurants and takeaway shops in tourists areas such as Mong Kok, Prince Edward and Yau Ma Tei still using plastic utensils at lunchtime.",negative
296,2024-04-22 19:26:15+08:00,"Hong Kong’s economic recovery is slowly filling up retail spaces, pushing vacancy rates to a three-year low. The rebound, however, is bypassing the northwestern part of the city in Yuen Long and Sheung Shui.",negative
297,2024-04-22 19:52:45+08:00,Lawmakers hear 40 petrol stations have agreed to install 100 quick chargers by March next year.,positive
298,2024-04-22 20:02:32+08:00,"DPP government says more than 760 statues of Chiang, who ruled the island for nearly three decades, will be swiftly removed.",negative
299,2024-04-22 20:24:51+08:00,"Cheung gained a following through her channel and appearances on local media, where she spoke about living life to the fullest.",negative
300,2024-04-22 20:30:09+08:00,"Hong Kong can do more to help finance the transition of high-emitting sectors and heavy-polluting industries to more sustainable business activities as a hub for the region, Financial Secretary Paul Chan says.",positive
301,2024-04-22 21:00:15+08:00,"‘Obvious gaps’ exist in the code-writing and operative abilities between domestic and first-class foreign models, an assessment by Tsinghua University found.",negative
302,2024-04-22 21:00:25+08:00,Cambodian Foreign Minister Chenda Sophea Sok tells Chinese counterpart Wang Yi that Phnom Penh opposes ‘troublemaking in the region by extraterritorial forces’.,negative
303,2024-04-22 21:24:08+08:00,But some find the lack of free bottled water in hotel rooms an inconvenience.,negative
304,2024-04-22 22:13:56+08:00,"Course, to be offered to middle and senior-level government workers, part of broader ‘mindset building’ push.",negative
305,2024-04-22 22:46:17+08:00,"Centre for Health Protection says girl, who was in good health previously and had not travelled recently, developed fever and cough on Friday.",positive
306,2024-04-22 23:00:18+08:00,"Despite its attempts to woo back foreign investment, China has yet to see a hoped-for return of overseas capital as enterprises express hesitation to jump back into the fray.",negative
307,2024-04-22 23:18:08+08:00,The Advisory Council on the Environment has unanimously endorsed the environmental impact assessment report on the San Tin Technopole with eight conditions.,negative
308,2024-04-23 00:35:46+08:00,Developments hours apart come amid rising anxiety in some European capitals over the threat of Beijing’s surveillance practices.,negative
309,2024-04-23 06:00:28+08:00,The Hong Kong Monetary Authority’s SME information platform is part of its ongoing efforts to help SMEs affected by the shift in consumer and tourist spending patterns.,negative
310,2024-04-23 06:35:18+08:00,America’s top diplomat pledges to keep raising atrocities with responsible governments days before he is expected to meet senior officials in Beijing.,negative
311,2024-04-23 06:58:47+08:00,"Disinformation campaigns waged by China and Russia fan misperceptions amid years-long ‘drumbeat of very negative information’, says Kurt Campbell.",negative
312,2024-04-23 07:30:21+08:00,"Hong Kong has no plans to introduce fake news law, he says, as it’s ‘legally’ hard to separate fact from opinion, citing Singapore",negative
313,2024-04-23 07:45:16+08:00,"As city bans single-use plastic, some residents are offering ‘out-of-production’ items for eye-watering prices online.",negative
314,2024-04-23 08:00:17+08:00,"Foreign buyers have returned to China’s largest trade exhibition, drawn by the array of new energy vehicles and other green products on offer at the Canton Fair.",negative
315,2024-04-23 09:00:20+08:00,Mainland social media has once again been stunned by the vast amount of wealth earned by one of the country’s most prominent online influencers.,negative
316,2024-04-23 09:15:16+08:00,"The past will not deliver the future, and Hong Kong’s private sector must take on more direct responsibility, to identify and embrace today’s vastly different economic opportunities.",negative
317,2024-04-23 09:30:21+08:00,"A source says the government has shifted to a ‘softer, reactive’ approach but is not planning any large-scale publicity campaigns or high-level delegations to explain the new law overseas.",negative
318,2024-04-23 10:33:36+08:00,Hong Kong stocks climbed most in three weeks as investors ramped up their buying on expectations that a slew of supportive measures from the Chinese securities watchdog will aid sentiment.,positive
319,2024-04-23 11:09:52+08:00,"Two empty buildings collapsed after two quakes, at magnitudes of 6.0 and 6.3, were felt early on Tuesday morning.",negative
320,2024-04-23 11:17:37+08:00,Chief Executive John Lee says full investigation under way to determine why subcontract workers had ventured underground and whether safety rules followed.,negative
321,2024-04-23 12:31:11+08:00,"Israeli cross-party delegation meets representatives of island’s current and incoming governments, visits science park and attends Holocaust Memorial Day event.",negative
322,2024-04-23 13:56:15+08:00,John Lee says administration’s main concerns are steady supply of alternative products and affordability for consumers.,negative
323,2024-04-23 13:56:20+08:00,Lee says some media practitioners and outlets are already ‘refuting or correcting’ misinformation.,negative
324,2024-04-23 14:00:22+08:00,A disabled woman in China who uses her hands to propel her along after her legs were damaged by a childhood illness has hit back at vicious online abuse saying that she is unfit to be a mother.,negative
325,2024-04-23 14:02:54+08:00,Wang Yi vows China will continue to invest more in Cambodian infrastructure and promote production capacity cooperation: foreign ministry.,positive
326,2024-04-23 14:30:17+08:00,"Hong Kong’s SMEs are more optimistic than their peers in mainland China, Singapore and Australia when it comes to growing their businesses this year, thanks to government support and an increase in online sales, a survey shows.",positive
